"","Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Region","IncomeGroup","TableName"
"131","Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26221660068,38115981879,48319620013,NA,"Middle East & North Africa","Upper middle income","Libya"
"132","St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92546835.93,107827737.4,130475734.4,154461345.2,177541041.5,193148724.1,208178548.9,229371734.1,254459434.4,304169848.1,335887283.7,384376809.6,435493044.1,518433324.8,548819074.1,602911074.1,612538814.8,638422518.5,682370000,705672777.8,721068259.3,784752481.5,824732888.9,834327296.3,798333814.8,805069148.1,883314333.3,954317407.4,1015934667,1134567222,1279428222,1286720333,1278745519,1399203481,1444269667,1437879370,1481132148,1542406296,1640925667,1688244704,1810139889,1876189778,NA,"Latin America & Caribbean","Upper middle income","St. Lucia"
"133","Latin America & Caribbean","LCN","GDP (current US$)","NY.GDP.MKTP.CD",81565903442,86359716457,98783719064,99694830662,111098000000,118439000000,129904000000,133326000000,143600000000,160811000000,175071000000,195615000000,219740000000,287802000000,374034000000,391672000000,435125000000,478238000000,542951000000,647306000000,779589000000,898983000000,838672000000,739244000000,746421000000,768852000000,774460000000,817562000000,921829000000,1006300000000,1178170000000,1449490000000,1369930000000,1575480000000,1800210000000,1919640000000,2077240000000,2277270000000,2297920000000,2073280000000,2286930000000,2237510000000,2007710000000,2051190000000,2363960000000,2858100000000,3350770000000,3947930000000,4588440000000,4312110000000,5347160000000,6080010000000,6143040000000,6294630000000,6416230000000,5517740000000,5387480000000,5970990000000,5787290000000,NA,"","","Latin America & Caribbean"
"134","Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116205000000,117658000000,117174000000,110084000000,109714000000,122663000000,133399000000,145882000000,150758000000,154416000000,161029000000,162747000000,147637000000,147187000000,136821000000,156101000000,171698000000,181353000000,185696000000,187875000000,212741000000,202799000000,220225000000,249922000000,286986000000,337138000000,394769000000,472886000000,587171000000,585597000000,672657000000,772121000000,824528000000,892694000000,970016000000,960498000000,960780000000,1078900000000,1053130000000,NA,"","","Least developed countries: UN classification"
"135","Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95928350185,94031484552,102221000000,106567000000,96647876654,95897147248,78500474578,89456161733,101537000000,106965000000,114077000000,115650000000,137977000000,129271000000,137584000000,149520000000,171704000000,197010000000,221958000000,267105000000,327078000000,335063000000,368434000000,412389000000,445018000000,487071000000,524078000000,517633000000,494530000000,527888000000,573349000000,NA,"","","Low income"
"136","Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90098330.67,104888628.2,124941925,165930611.7,193983720.5,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6214633651,NA,NA,NA,"Europe & Central Asia","High income","Liechtenstein"
"137","Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD",1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,88019706804,88900770858,NA,"South Asia","Upper middle income","Sri Lanka"
"138","Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,131335000000,118671000000,126566000000,135903000000,151116000000,167312000000,173899000000,185112000000,221060000000,281789000000,311828000000,336586000000,384755000000,432865000000,493442000000,611365000000,761964000000,757058000000,705041000000,681302000000,718718000000,743571000000,807684000000,840778000000,846748000000,908975000000,867268000000,904545000000,908015000000,990863000000,1111480000000,1217770000000,1255260000000,1131210000000,1231060000000,1292550000000,1309630000000,1413170000000,1621660000000,1861290000000,2158140000000,2592280000000,3177010000000,3560010000000,3645470000000,4462020000000,5039220000000,5287090000000,5521870000000,5826970000000,5784350000000,6023990000000,6521850000000,6707520000000,NA,"","","Lower middle income"
"139","Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD",330862000000,318601000000,332478000000,358207000000,398573000000,439177000000,454555000000,467028000000,493812000000,551750000000,605342000000,652858000000,729876000000,922866000000,1179250000000,1303850000000,1410430000000,1586000000000,1721660000000,2047770000000,2403220000000,2709600000000,2679920000000,2593290000000,2620860000000,2762220000000,2858570000000,2925190000000,3144640000000,3244530000000,3692020000000,3933170000000,3888150000000,4132550000000,4474010000000,5009060000000,5467380000000,5786040000000,5620110000000,5484760000000,5985800000000,6055870000000,6181100000000,6964190000000,8269350000000,9865150000000,11744300000000,14551700000000,17468100000000,17053400000000,20688600000000,24427600000000,26063100000000,27620200000000,28651800000000,27169200000000,27267100000000,29913600000000,31716800000000,NA,"","","Low & middle income"
"140","Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD",34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262753,1758534995,1773199523,2361613520,2787951881,2678475773,2526009063,2614566292,2510312801,2323419617,2578265356,2791762880,NA,"Sub-Saharan Africa","Lower middle income","Lesotho"
"141","Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD",183061000000,169041000000,177347000000,192213000000,212038000000,236502000000,262598000000,265273000000,270794000000,302616000000,343784000000,382781000000,439260000000,558084000000,657252000000,722260000000,788042000000,914765000000,953097000000,1138820000000,1290910000000,1368390000000,1400090000000,1293710000000,1362080000000,1456040000000,1548560000000,1632270000000,1798180000000,1905410000000,2033420000000,2238950000000,2089620000000,2167800000000,2469470000000,3017280000000,3326520000000,3482400000000,3352590000000,3097520000000,3402210000000,3516200000000,3724770000000,4245070000000,5104560000000,6162860000000,7437890000000,9371140000000,11650700000000,11259800000000,13503800000000,16461200000000,17608100000000,18982100000000,19662100000000,18417500000000,18418300000000,20361100000000,22170300000000,NA,"","","Late-demographic dividend"
"142","Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37120517694,43476873413,42848195256,46417340375,48516371721,41516701871,42973365745,47544459559,53251369047,NA,"Europe & Central Asia","High income","Lithuania"
"143","Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD",703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1509155063,1572310772,1968733022,2701874664,3295861019,3233431611,3544268025,3922895892,4884869092,5711457760,6232005656,5231808670,4764549532,4683697830,4594891581,4738559685,6921264132,8614215559,9750161053,10391504709,13229247948,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57204400105,58961235412,62316359824,69487922619,NA,"Europe & Central Asia","High income","Luxembourg"
"144","Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5788368511,5970044666,6525676264,7174985107,7533187605,7937758980,8350252966,9546441564,11748433157,14373269156,16922504045,21447021570,30901399261,35596016664,26169854045,23757368290,28223552825,28119996053,30254677297,31335013752,26972863394,27695474684,30463302414,34849078086,NA,"Europe & Central Asia","High income","Latvia"
"145","Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130457130,1121486563,1292281654,1348827324,1517496131,1941246972,2269233639,2683254708,3220920085,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45322259884,50559431846,54545184268,NA,"East Asia & Pacific","High income","Macao SAR, China"
"146","St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean","High income","St. Martin (French part)"
"147","Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD",2037150716,2025689537,2379606422,2657247327,2798339769,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,101370000000,98266306615,106826000000,110081000000,101180000000,103345000000,109709000000,118495000000,NA,"Middle East & North Africa","Lower middle income","Morocco"
"148","Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497539,2737067002,2574440023,2720297793,3130270895,3137848801,2840182221,2934578821,2906009308,2647883816,2671424966,2905840862,3589126975,4110169853,4203084194,4582988333,5867916781,6476490406,5451653237,5362649007,6080344732,5743029680,6553372278,7060236168,6258178995,6468252212,6400946586,NA,NA,"Europe & Central Asia","High income","Monaco"
"149","Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987,11309082555,NA,"Europe & Central Asia","Lower middle income","Moldova"
"150","Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD",673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087,NA,"Sub-Saharan Africa","Low income","Madagascar"
"151","Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4414055725,4865546026,5272288443,NA,"South Asia","Upper middle income","Maldives"
"152","Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,32442600991,36096691228,41515837166,47873000169,58546679181,78672070731,142779000000,155891000000,193617000000,224454000000,238457000000,311572000000,401373000000,414880000000,415697000000,422819000000,428820000000,435917000000,446708000000,410971000000,408410000000,420664000000,550673000000,554620000000,603659000000,607895000000,633727000000,708645000000,802282000000,832629000000,809325000000,866753000000,966941000000,970589000000,966795000000,1089040000000,1271310000000,1530290000000,1791190000000,2123660000000,2648080000000,2368420000000,2768120000000,3282330000000,3575620000000,3553670000000,3569440000000,3146220000000,3149690000000,3275010000000,3616870000000,NA,"","","Middle East & North Africa"
"153","Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD",13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974026,81814159292,102500000000,134561000000,205139000000,263959000000,184609000000,156159000000,184261000000,195220000000,134550000000,147541000000,181612000000,221401000000,261254000000,313143000000,363158000000,500736000000,527813000000,360074000000,410976000000,500413000000,526502000000,600233000000,707907000000,756706000000,772106000000,729336000000,782241000000,877476000000,975387000000,1052700000000,1109990000000,900045000000,1057800000000,1180490000000,1201090000000,1274440000000,1314560000000,1170560000000,1077830000000,1158070000000,1223810000000,NA,"Latin America & Caribbean","Upper middle income","Mexico"
"154","Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131334600,137928600,143930000,150776500,152788700,152617500,164969100,173260300,185210500,190800800,183121300,179697900,194497900,204173400,211523642.4,NA,"East Asia & Pacific","Upper middle income","Marshall Islands"
"155","Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD",317435000000,305112000000,317333000000,339040000000,383078000000,420517000000,434245000000,447370000000,473296000000,528344000000,581161000000,626098000000,700426000000,887925000000,1135870000000,1253090000000,1358030000000,1526630000000,1652400000000,1972370000000,2320630000000,2626470000000,2593130000000,2508530000000,2539730000000,2678970000000,2771970000000,2839730000000,3054110000000,3154900000000,3593690000000,3830470000000,3794280000000,4038820000000,4394570000000,4918760000000,5365450000000,5678590000000,5506920000000,5370560000000,5850970000000,5928450000000,6046140000000,6817070000000,8099930000000,9670040000000,11523300000000,14285000000000,17143100000000,16723600000000,20318700000000,24008800000000,25612300000000,27130300000000,28128700000000,26656500000000,26772700000000,29382900000000,31143000000000,NA,"","","Middle income"
"156","North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4699646643,4938775510,2436849342,2682456897,3556581986,4680078740,4651453634,3928975904,3756208791,3863743409,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11279509014,12672131053,NA,"Europe & Central Asia","Upper middle income","North Macedonia"
"157","Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,275494520.1,343771964.7,339913833.1,359772363.3,430096738.4,486617332.4,563683660.3,538747268.3,830710615.2,939227993.7,1049838493,1222702356,1595423286,1759690812,1538972158,1333754034,1297765449,1232932008,1392195933,1852163475,2090629723,2169040742,2181821902,2681912030,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14345828992,13099495530,14010787738,15339614407,17196688920,NA,"Sub-Saharan Africa","Low income","Mali"
"158","Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250721821.6,264579879.8,295118249.3,345602025.4,376094108.5,474620439.6,527936988.8,625573345.5,793675169.9,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8741059603,9500669015,9211948091,10151192766,11281702720,10701866983,11442612409,12748803180,14542039605,NA,"Middle East & North Africa","High income","Malta"
"159","Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,59687410897,63256184700,66719084836,71214803378,NA,"East Asia & Pacific","Lower middle income","Myanmar"
"160","Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291978000000,298975000000,340938000000,395342000000,406062000000,412146000000,435879000000,451674000000,467360000000,453676000000,511776000000,593117000000,698624000000,811619000000,1003140000000,1235620000000,1196060000000,1383650000000,1568620000000,1728670000000,1624180000000,1598440000000,1441620000000,1453310000000,1437540000000,NA,NA,"","","Middle East & North Africa (excluding high income)"
"161","Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680710375,4545674528,4159328980,4139192053,4538199889,4087725813,4464261816,4587928884,4052913386,4374128319,4844592067,5452173041,NA,"Europe & Central Asia","Upper middle income","Montenegro"
"162","Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11433635876,13009574621,NA,"East Asia & Pacific","Lower middle income","Mongolia"
"163","Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1593000000,NA,NA,"East Asia & Pacific","High income","Northern Mariana Islands"
"164","Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526287037,3537099150,3612171958,3236430348,3376172170,4456240741,5247193069,2354117303,2093571674,2314159887,2512079324,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698204,10154238250,13131168012,15265269711,16018848994,16961117243,14798413628,10896894351,12651912500,14457964381,NA,"Sub-Saharan Africa","Low income","Mozambique"
"165","Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD",92609243.69,107726205.6,111148610.8,113797382.6,151897202.5,172767212.4,180340652.9,191221776.8,210695182.7,199643447.6,209348256,227051055.2,265009396.7,333731886.1,414772366,475916497.7,524407949.9,540635401.2,544424587.1,644070390.6,709041462.2,747994670.3,750214401.6,788371840.3,726937308.9,683193876.9,802890746.9,909820596.8,957377548.5,981529430.1,1019600785,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184445123,3040716679,3356757064,4031048268,3662282133,4337794151,5166346516,5231255478,5639818812,5372783880,4832547925,4727937032,4975432191,5365868725,NA,"Sub-Saharan Africa","Lower middle income","Mauritania"
"166","Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704033525.4,823634464.9,1015365145,1211141231,1131788192,1142393555,1078408830,1090276947,1040557089,1076121094,1462900255,1880852914,2134517068,2181930255,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4343710333,4663313618,4613630624,4841310239,5816553825,6578844487,6488750454,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14220348673,NA,"Sub-Saharan Africa","Upper middle income","Mauritius"
"167","Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD",162956740.9,174576508.5,183116337.7,190816183.7,194736105.3,229455410.9,260394792.1,269814968.2,245169806.8,265810632.4,290531621.3,365386929.8,406062874.3,444281703.9,548621017.6,613220652.9,670317634.2,806290840.6,949034016.8,1058269066,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,7064971176,NA,"Sub-Saharan Africa","Low income","Malawi"
"168","Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD",1916241997,1901868548,2001502679,2510126748,2674441396,2956356984,3143538482,3188945512,3330393310,3664575983,3864170913,4244340334,5043268549,7662996767,9496074114,9298800799,11050125905,13139397879,16358376511,21213672089,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49142784405,59167157498,66894448545,74477975918,88704944179,100855000000,100005000000,72167753771,79148947368,93789736842,92783947368,100845000000,110202000000,124750000000,143534000000,162691000000,193548000000,230814000000,202258000000,255017000000,297952000000,314443000000,323277000000,338062000000,296636000000,296753000000,314707000000,354348000000,NA,"East Asia & Pacific","Upper middle income","Malaysia"
"169","North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD",583465000000,604945000000,648062000000,684410000000,736034000000,799157000000,877149000000,928520000000,1015570000000,1100410000000,1161390000000,1264330000000,1392430000000,1556970000000,1705960000000,1859080000000,2080370000000,2293890000000,2570710000000,2870920000000,3131770000000,3514000000000,3658080000000,3975480000000,4393970000000,4704770000000,4958240000000,5287830000000,5745210000000,6208140000000,6558670000000,6770090000000,7114390000000,7437550000000,7867240000000,8245810000000,8704360000000,9233310000000,9697760000000,10310100000000,10998100000000,11321900000000,11698300000000,12354800000000,13241400000000,14210900000000,15135400000000,15922700000000,16268100000000,15825900000000,16611300000000,17337300000000,18026500000000,18632400000000,19329000000000,19778100000000,20239900000000,21138600000000,22213300000000,NA,"","","North America"
"170","Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2422096075,2246757386,2116069374,2293990996,1947967886,1605911706,1806223061,2296378835,2491412336,2531519951,2785764518,2992650454,3424733520,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3833993703,3476452446,3275669889,4811994025,6480441754,7121391946,7835043624,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790505,12786078008,11650656642,11286139080,13566192143,14521711630,NA,"Sub-Saharan Africa","Upper middle income","Namibia"
"171","New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","High income","New Caledonia"
